Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
12079,44,Male,No,Headphones,HDP456,2,Cancelled,PayPal,2889.44,361.18,8,2024-04-03,Same Day,"Accessory, Accessory",96.78
12081,67,Male,Yes,Headphones,HDP456,3,Completed,Bank Transfer,1805.9,361.18,5,2024-01-09,Expedited,"Impulse Item, Impulse Item",172.36
12081,67,Male,No,Smartphone,SMP234,2,Completed,Credit Card,5698.4,1139.68,5,2024-01-24,Same Day,Accessory,14.59
12081,67,Male,No,Headphones,HDP456,3,Cancelled,Bank Transfer,3611.8,361.18,10,2024-02-21,Same Day,Impulse Item,82.04
12081,67,Male,Yes,Smartphone,SMP234,5,Cancelled,PayPal,3419.04,1139.68,3,2024-03-18,Same Day,"Extended Warranty, Accessory, Extended Warranty",172.81
12082,90,Male,No,Smartwatch,SWT567,5,Completed,Credit Card,919,459.5,2,2024-04-23,Standard,,0
12082,90,Male,No,Smartwatch,SWT567,1,Completed,PayPal,3676,459.5,8,2024-06-26,Expedited,"Extended Warranty, Extended Warranty",69.98
12082,90,Male,No,Smartwatch,SWT567,5,Completed,Bank Transfer,3676,459.5,8,2024-07-30,Expedited,"Accessory, Accessory",56.9
12083,50,Female,No,Laptop,LTP123,2,Cancelled,Bank Transfer,2022.96,674.32,3,2024-07-05,Standard,"Impulse Item, Accessory",173.96
12084,81,Male,No,Laptop,LTP123,4,Completed,Bank Transfer,5394.56,674.32,8,2024-01-09,Same Day,,0
12084,81,Male,No,Headphones,HDP456,1,Cancelled,Credit Card,1083.54,361.18,3,2024-04-05,Same Day,,0
12086,44,Male,No,Tablet,TBL345,4,Completed,Bank Transfer,5504.87,786.41,7,2024-02-22,Same Day,,0
12087,45,Male,No,Tablet,TBL345,5,Completed,PayPal,4718.46,786.41,6,2024-02-06,Expedited,"Impulse Item, Accessory",117.08
12087,45,Male,No,Smartphone,SMP234,3,Completed,Bank Transfer,6838.08,1139.68,6,2024-06-13,Same Day,Impulse Item,80.28
12088,50,Female,Yes,Laptop,LTP123,4,Cancelled,Credit Card,6743.2,674.32,10,2024-03-23,Standard,Extended Warranty,19.95
12088,50,Female,Yes,Tablet,TBL345,4,Completed,Credit Card,3932.05,786.41,5,2024-07-17,Same Day,"Impulse Item, Extended Warranty, Extended Warranty",204.08
12091,46,Male,No,Smartwatch,SWT567,2,Completed,Bank Transfer,3676,459.5,8,2024-03-10,Expedited,"Accessory, Accessory, Extended Warranty",149.28
12091,46,Male,No,Smartphone,SMP234,1,Completed,Credit Card,5698.4,1139.68,5,2024-03-16,Expedited,"Accessory, Extended Warranty, Accessory",119.03
12091,46,Male,Yes,Smartphone,SMP234,5,Cancelled,PayPal,9117.44,1139.68,8,2024-04-11,Expedited,Extended Warranty,65.2
12092,51,Male,No,Smartwatch,SWT567,5,Completed,Bank Transfer,3676,459.5,8,2024-06-30,Expedited,Accessory,83.51
12093,63,Female,No,Laptop,LTP123,2,Completed,Credit Card,4045.92,674.32,6,2024-05-13,Expedited,"Impulse Item, Accessory",79.82
12093,63,Female,No,Headphones,HDP456,1,Cancelled,Bank Transfer,361.18,361.18,1,2024-06-27,Standard,Accessory,96.06
12093,63,Female,Yes,Tablet,TBL345,4,Completed,Credit Card,7077.69,786.41,9,2024-08-07,Expedited,Accessory,76.74
12094,50,Male,No,Headphones,HDP456,5,Completed,PayPal,2889.44,361.18,8,2024-01-01,Expedited,"Extended Warranty, Extended Warranty, Impulse Item",217.47
12094,50,Male,No,Laptop,LTP123,1,Completed,Bank Transfer,4045.92,674.32,6,2024-02-23,Same Day,"Impulse Item, Impulse Item",106.25
12095,24,Male,Yes,Smartwatch,SWT567,2,Cancelled,Credit Card,4135.5,459.5,9,2024-07-30,Expedited,"Impulse Item, Impulse Item, Accessory",89.69
12097,34,Male,No,Headphones,HDP456,5,Completed,Bank Transfer,1444.72,361.18,4,2024-01-12,Standard,Accessory,62.06
12098,59,Male,Yes,Smartphone,SMP234,2,Completed,Bank Transfer,10257.12,1139.68,9,2024-01-01,Same Day,,0
12098,59,Male,No,Headphones,HDP456,5,Completed,PayPal,3611.8,361.18,10,2024-05-12,Same Day,,0
12101,77,Female,Yes,Laptop,LTP123,4,Cancelled,Bank Transfer,6743.2,674.32,10,2024-08-28,Expedited,Impulse Item,53.33
12102,75,Male,Yes,Smartwatch,SWT567,5,Completed,Credit Card,2757,459.5,6,2024-06-17,Standard,,0
12103,55,Female,Yes,Laptop,LTP123,4,Cancelled,PayPal,6743.2,674.32,10,2024-07-30,Expedited,"Accessory, Accessory, Impulse Item",237.07
12104,32,Female,No,Smartwatch,SWT567,3,Cancelled,Credit Card,459.5,459.5,1,2024-02-16,Expedited,,0
12105,89,Female,No,Smartwatch,SWT567,5,Completed,Bank Transfer,2757,459.5,6,2024-03-15,Expedited,,0
12107,64,Female,No,Laptop,LTP123,1,Completed,Credit Card,2697.28,674.32,4,2024-05-19,Standard,Accessory,49.74
12108,75,Male,Yes,Smartwatch,SWT567,3,Completed,Credit Card,1838,459.5,4,2024-04-28,Expedited,,0
12108,75,Male,No,Laptop,LTP123,1,Cancelled,Credit Card,5394.56,674.32,8,2024-06-10,Same Day,,0
12108,75,Male,Yes,Headphones,HDP456,5,Completed,PayPal,722.36,361.18,2,2024-06-22,Same Day,"Accessory, Extended Warranty, Extended Warranty",223.18
12109,48,Male,No,Tablet,TBL345,2,Completed,Bank Transfer,1572.82,786.41,2,2024-05-16,Standard,"Extended Warranty, Extended Warranty",100.13
12109,48,Male,No,Headphones,HDP456,5,Completed,PayPal,3611.8,361.18,10,2024-09-22,Standard,,0
12110,96,Male,No,Smartwatch,SWT567,1,Cancelled,PayPal,2757,459.5,6,2024-01-16,Standard,"Accessory, Impulse Item, Extended Warranty",144.4
12110,96,Male,No,Laptop,LTP123,5,Completed,PayPal,2697.28,674.32,4,2024-05-24,Expedited,"Accessory, Extended Warranty",102.93
12111,46,Female,No,Headphones,HDP456,2,Cancelled,PayPal,3250.62,361.18,9,2024-01-01,Standard,"Extended Warranty, Accessory, Impulse Item",93.6
12115,39,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,674.32,674.32,1,2024-01-01,Expedited,Extended Warranty,52.6
12115,39,Female,No,Smartphone,SMP234,2,Cancelled,Credit Card,11396.8,1139.68,10,2024-07-08,Same Day,Impulse Item,99.52
12116,23,Male,No,Smartwatch,SWT567,2,Completed,Credit Card,3676,459.5,8,2024-01-23,Same Day,,0
12116,23,Male,Yes,Smartwatch,SWT567,2,Cancelled,Credit Card,919,459.5,2,2024-08-27,Expedited,,0
12118,34,Female,No,Smartwatch,SWT567,5,Completed,Credit Card,3676,459.5,8,2024-01-12,Expedited,Accessory,45.96
12118,34,Female,Yes,Headphones,HDP456,1,Completed,Bank Transfer,361.18,361.18,1,2024-06-12,Expedited,Accessory,84.6
12124,91,Male,No,Headphones,HDP456,5,Completed,PayPal,3611.8,361.18,10,2024-01-12,Expedited,"Accessory, Extended Warranty, Accessory",207.07
12124,91,Male,Yes,Tablet,TBL345,4,Completed,PayPal,5504.87,786.41,7,2024-06-24,Expedited,Extended Warranty,54.45
12124,91,Male,Yes,Laptop,LTP123,1,Completed,Credit Card,4720.24,674.32,7,2024-06-27,Same Day,Impulse Item,77.76
12127,55,Female,No,Laptop,LTP123,2,Completed,PayPal,4045.92,674.32,6,2024-03-20,Standard,"Accessory, Impulse Item, Accessory",136.09
12127,55,Female,No,Smartwatch,SWT567,2,Completed,Credit Card,2757,459.5,6,2024-07-20,Same Day,,0
12128,79,Female,No,Tablet,TBL345,1,Completed,Bank Transfer,1572.82,786.41,2,2024-03-03,Expedited,Extended Warranty,60.35
12130,97,Female,No,Smartphone,SMP234,5,Completed,Credit Card,10257.12,1139.68,9,2024-04-04,Same Day,"Accessory, Impulse Item",84.47
12130,97,Female,Yes,Smartphone,SMP234,3,Cancelled,Bank Transfer,4558.72,1139.68,4,2024-06-30,Same Day,"Impulse Item, Accessory",99.16
12131,40,Male,Yes,Tablet,TBL345,4,Cancelled,Credit Card,6291.28,786.41,8,2024-07-19,Expedited,Extended Warranty,87.9
12132,82,Female,Yes,Smartphone,SMP234,4,Completed,Credit Card,3419.04,1139.68,3,2024-05-18,Same Day,"Extended Warranty, Impulse Item",111.53
12132,82,Female,Yes,Smartphone,SMP234,4,Completed,PayPal,10257.12,1139.68,9,2024-08-22,Expedited,"Accessory, Extended Warranty, Impulse Item",147.52
12134,69,Male,No,Laptop,LTP123,5,Cancelled,Bank Transfer,674.32,674.32,1,2024-02-19,Standard,,0
12134,69,Male,Yes,Smartphone,SMP234,5,Cancelled,PayPal,10257.12,1139.68,9,2024-06-12,Same Day,"Accessory, Impulse Item",122.27
12134,69,Male,No,Laptop,LTP123,5,Completed,PayPal,2022.96,674.32,3,2024-09-22,Expedited,"Impulse Item, Extended Warranty",138.91
12135,82,Female,Yes,Headphones,HDP456,5,Completed,Bank Transfer,3611.8,361.18,10,2024-05-31,Standard,"Accessory, Accessory",46.4
12136,87,Female,No,Tablet,TBL345,4,Completed,PayPal,5504.87,786.41,7,2024-01-28,Same Day,"Accessory, Extended Warranty, Extended Warranty",170.99
12136,87,Female,No,Smartwatch,SWT567,5,Completed,Credit Card,4135.5,459.5,9,2024-09-06,Expedited,"Extended Warranty, Extended Warranty",174.82
12137,23,Female,No,Laptop,LTP123,5,Completed,PayPal,3371.6,674.32,5,2024-07-31,Expedited,,0
12138,36,Female,No,Smartphone,SMP234,4,Completed,PayPal,4558.72,1139.68,4,2024-01-01,Expedited,Accessory,79.01
12138,36,Female,No,Smartphone,SMP234,2,Completed,PayPal,5698.4,1139.68,5,2024-01-27,Standard,,0
12138,36,Female,No,Laptop,LTP123,2,Completed,Credit Card,6068.88,674.32,9,2024-05-13,Same Day,"Impulse Item, Impulse Item",185.16
12138,36,Female,Yes,Tablet,TBL345,1,Completed,PayPal,6291.28,786.41,8,2024-08-28,Standard,"Accessory, Impulse Item, Accessory",175.68
12140,82,Female,Yes,Smartphone,SMP234,3,Completed,Bank Transfer,5698.4,1139.68,5,2024-02-03,Expedited,"Accessory, Extended Warranty, Impulse Item",271.62
12140,82,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,5698.4,1139.68,5,2024-08-17,Standard,Accessory,71.55
12141,99,Female,No,Smartwatch,SWT567,3,Completed,PayPal,2757,459.5,6,2024-08-11,Standard,Extended Warranty,27.08
12142,50,Male,Yes,Smartphone,SMP234,4,Completed,Bank Transfer,10257.12,1139.68,9,2024-06-04,Standard,"Extended Warranty, Extended Warranty",111.36
12143,45,Female,No,Smartwatch,SWT567,4,Completed,Bank Transfer,4595,459.5,10,2024-02-02,Same Day,"Extended Warranty, Impulse Item",45.99
12143,45,Female,No,Headphones,HDP456,1,Cancelled,PayPal,2167.08,361.18,6,2024-07-12,Expedited,"Extended Warranty, Extended Warranty, Accessory",101.79
12144,55,Male,No,Tablet,TBL345,2,Cancelled,Credit Card,3932.05,786.41,5,2024-01-23,Expedited,"Accessory, Accessory, Extended Warranty",285.72
12144,55,Male,No,Laptop,LTP123,3,Cancelled,Bank Transfer,6743.2,674.32,10,2024-05-03,Same Day,Accessory,24.04
12146,92,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,5394.56,674.32,8,2024-01-04,Same Day,Accessory,36.98
12146,92,Female,Yes,Tablet,TBL345,5,Cancelled,Credit Card,3145.64,786.41,4,2024-04-19,Expedited,"Extended Warranty, Impulse Item, Accessory",159.74
12146,92,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,674.32,674.32,1,2024-05-08,Expedited,"Accessory, Impulse Item",128.63
12146,92,Female,No,Laptop,LTP123,5,Completed,Credit Card,6068.88,674.32,9,2024-05-15,Standard,"Extended Warranty, Impulse Item, Extended Warranty",237.73
12146,92,Female,No,Headphones,HDP456,2,Completed,PayPal,1083.54,361.18,3,2024-05-19,Same Day,,0
12147,81,Female,No,Laptop,LTP123,5,Cancelled,Bank Transfer,4045.92,674.32,6,2024-09-09,Expedited,"Extended Warranty, Impulse Item",157.04
12148,30,Female,No,Tablet,TBL345,3,Completed,Bank Transfer,5504.87,786.41,7,2024-01-03,Standard,,0
12148,30,Female,No,Tablet,TBL345,1,Completed,PayPal,1572.82,786.41,2,2024-04-01,Same Day,"Impulse Item, Extended Warranty, Accessory",204.54
12149,19,Male,No,Headphones,HDP456,4,Cancelled,PayPal,3611.8,361.18,10,2024-05-02,Standard,,0
12149,19,Male,No,Laptop,LTP123,4,Completed,PayPal,1348.64,674.32,2,2024-05-13,Expedited,Impulse Item,10.88
12150,77,Female,No,Headphones,HDP456,4,Cancelled,PayPal,1083.54,361.18,3,2024-05-07,Same Day,Extended Warranty,38.55
12151,60,Male,No,Headphones,HDP456,1,Cancelled,Credit Card,1805.9,361.18,5,2024-09-21,Standard,,0
12152,84,Male,No,Smartwatch,SWT567,2,Completed,Credit Card,919,459.5,2,2024-09-09,Standard,"Impulse Item, Impulse Item, Extended Warranty",237.68
12153,95,Female,No,Smartphone,SMP234,3,Completed,Credit Card,5698.4,1139.68,5,2024-05-09,Same Day,"Extended Warranty, Extended Warranty, Impulse Item",127.49
12154,76,Male,Yes,Headphones,HDP456,4,Completed,Bank Transfer,2889.44,361.18,8,2024-01-24,Same Day,"Impulse Item, Accessory, Extended Warranty",213.82
12155,39,Female,No,Laptop,LTP123,2,Completed,PayPal,1348.64,674.32,2,2024-01-03,Same Day,,0
12156,18,Female,No,Headphones,HDP456,2,Cancelled,Credit Card,2889.44,361.18,8,2024-09-15,Expedited,"Impulse Item, Impulse Item",143.11
12157,26,Female,No,Smartwatch,SWT567,2,Completed,PayPal,2297.5,459.5,5,2024-09-04,Same Day,"Extended Warranty, Accessory",184.03
12158,69,Male,No,Laptop,LTP123,4,Completed,PayPal,4045.92,674.32,6,2024-04-14,Expedited,Impulse Item,18.78
12158,69,Male,No,Tablet,TBL345,5,Completed,PayPal,7864.1,786.41,10,2024-05-09,Same Day,"Impulse Item, Extended Warranty",62.97
12159,34,Female,No,Headphones,HDP456,1,Completed,PayPal,1805.9,361.18,5,2024-01-01,Expedited,,0
12159,34,Female,No,Smartwatch,SWT567,2,Completed,Credit Card,4595,459.5,10,2024-03-21,Same Day,Accessory,26.05
12161,80,Female,No,Smartwatch,SWT567,5,Completed,Bank Transfer,3676,459.5,8,2024-06-28,Expedited,"Accessory, Extended Warranty, Impulse Item",185.03
12162,42,Male,No,Headphones,HDP456,1,Completed,PayPal,1444.72,361.18,4,2024-06-21,Expedited,"Impulse Item, Extended Warranty",87.29
12163,96,Male,No,Smartwatch,SWT567,5,Completed,Credit Card,1838,459.5,4,2024-05-31,Same Day,Extended Warranty,82.64
12164,99,Female,No,Laptop,LTP123,5,Cancelled,Bank Transfer,1348.64,674.32,2,2024-01-06,Expedited,Extended Warranty,59.24
12165,88,Female,Yes,Laptop,LTP123,3,Cancelled,Bank Transfer,1348.64,674.32,2,2024-05-31,Standard,Accessory,73.38
12165,88,Female,Yes,Smartwatch,SWT567,2,Completed,PayPal,4595,459.5,10,2024-08-05,Standard,"Accessory, Extended Warranty, Extended Warranty",210.42
12169,82,Male,No,Tablet,TBL345,1,Completed,Credit Card,3145.64,786.41,4,2024-05-17,Standard,"Extended Warranty, Accessory, Impulse Item",202.71
12169,82,Male,No,Smartwatch,SWT567,4,Completed,Bank Transfer,459.5,459.5,1,2024-05-21,Same Day,,0
12171,78,Male,No,Laptop,LTP123,3,Completed,Credit Card,1348.64,674.32,2,2024-01-14,Same Day,,0
12171,78,Male,No,Tablet,TBL345,3,Completed,PayPal,5504.87,786.41,7,2024-01-14,Expedited,,0
12171,78,Male,No,Laptop,LTP123,1,Cancelled,Credit Card,674.32,674.32,1,2024-05-05,Standard,"Extended Warranty, Impulse Item",98.97
12172,25,Male,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,4595,459.5,10,2024-02-09,Standard,"Extended Warranty, Extended Warranty",124.6
12172,25,Male,No,Smartwatch,SWT567,3,Completed,PayPal,3216.5,459.5,7,2024-07-28,Standard,,0
12174,61,Female,No,Smartwatch,SWT567,4,Completed,PayPal,1378.5,459.5,3,2024-06-02,Expedited,"Extended Warranty, Accessory, Accessory",117.52
12175,25,Female,No,Smartphone,SMP234,2,Completed,PayPal,6838.08,1139.68,6,2024-05-17,Standard,"Extended Warranty, Accessory",97.35
12175,25,Female,No,Tablet,TBL345,5,Completed,Bank Transfer,6291.28,786.41,8,2024-09-11,Expedited,Accessory,77.1
12176,38,Female,No,Smartwatch,SWT567,4,Completed,Credit Card,459.5,459.5,1,2024-07-19,Standard,,0
12177,29,Male,No,Smartphone,SMP234,1,Cancelled,PayPal,5698.4,1139.68,5,2024-02-13,Expedited,,0
12179,23,Female,Yes,Tablet,TBL345,2,Completed,Credit Card,6291.28,786.41,8,2024-03-06,Standard,"Impulse Item, Impulse Item",114.88
12179,23,Female,Yes,Headphones,HDP456,3,Cancelled,Bank Transfer,1805.9,361.18,5,2024-06-29,Same Day,"Extended Warranty, Accessory, Accessory",166.66
12181,66,Male,No,Headphones,HDP456,5,Completed,PayPal,2167.08,361.18,6,2024-04-05,Same Day,"Extended Warranty, Extended Warranty",43.97
12181,66,Male,No,Smartwatch,SWT567,5,Completed,PayPal,2757,459.5,6,2024-07-08,Standard,"Accessory, Accessory, Extended Warranty",195.39
12182,50,Male,No,Laptop,LTP123,2,Cancelled,Credit Card,6743.2,674.32,10,2024-03-22,Same Day,"Impulse Item, Impulse Item",133.91
12182,50,Male,Yes,Laptop,LTP123,2,Completed,Credit Card,2697.28,674.32,4,2024-08-05,Same Day,"Accessory, Accessory",157.91
12183,67,Female,No,Smartwatch,SWT567,4,Cancelled,PayPal,2297.5,459.5,5,2024-05-21,Standard,"Impulse Item, Impulse Item, Impulse Item",157.23
12186,22,Male,No,Smartphone,SMP234,5,Completed,PayPal,6838.08,1139.68,6,2024-03-09,Same Day,"Accessory, Accessory",55.19
12186,22,Male,No,Smartphone,SMP234,4,Completed,Credit Card,2279.36,1139.68,2,2024-07-26,Standard,Extended Warranty,35.98
12186,22,Male,No,Laptop,LTP123,1,Completed,Bank Transfer,6743.2,674.32,10,2024-09-02,Standard,Accessory,54.43
12187,57,Female,Yes,Smartwatch,SWT567,3,Cancelled,PayPal,1838,459.5,4,2024-03-21,Standard,"Extended Warranty, Accessory",105.97
12188,72,Female,No,Smartwatch,SWT567,1,Completed,Credit Card,1378.5,459.5,3,2024-02-10,Same Day,Impulse Item,75.96
12188,72,Female,No,Headphones,HDP456,5,Completed,Credit Card,3611.8,361.18,10,2024-03-09,Standard,"Extended Warranty, Extended Warranty, Extended Warranty",126.56
12190,94,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,3611.8,361.18,10,2024-01-03,Same Day,"Extended Warranty, Accessory, Impulse Item",135.2
12191,78,Female,No,Smartwatch,SWT567,2,Cancelled,Credit Card,4135.5,459.5,9,2024-09-02,Same Day,,0
12194,43,Female,No,Tablet,TBL345,4,Cancelled,PayPal,3145.64,786.41,4,2024-01-14,Expedited,Accessory,39.64
12194,43,Female,No,Smartwatch,SWT567,3,Cancelled,PayPal,2297.5,459.5,5,2024-03-22,Expedited,"Extended Warranty, Accessory",139.06
12195,86,Female,Yes,Tablet,TBL345,5,Completed,Bank Transfer,5504.87,786.41,7,2024-07-12,Expedited,,0
12197,33,Female,No,Tablet,TBL345,3,Cancelled,PayPal,6291.28,786.41,8,2024-06-04,Standard,"Impulse Item, Impulse Item",98.72
12199,39,Female,No,Headphones,HDP456,2,Completed,Bank Transfer,1805.9,361.18,5,2024-03-22,Standard,,0
12199,39,Female,No,Tablet,TBL345,2,Completed,Bank Transfer,3932.05,786.41,5,2024-05-20,Same Day,"Extended Warranty, Impulse Item, Accessory",214.61
12200,89,Male,No,Smartwatch,SWT567,1,Completed,Bank Transfer,4595,459.5,10,2024-02-12,Standard,"Impulse Item, Accessory, Impulse Item",210.33
12201,63,Male,No,Smartphone,SMP234,3,Cancelled,Credit Card,2279.36,1139.68,2,2024-06-07,Standard,"Extended Warranty, Extended Warranty",115.31
12202,24,Female,Yes,Laptop,LTP123,5,Completed,Credit Card,6743.2,674.32,10,2024-05-11,Standard,"Accessory, Accessory, Accessory",163.07
12203,99,Male,Yes,Laptop,LTP123,3,Completed,Credit Card,1348.64,674.32,2,2024-06-25,Same Day,"Accessory, Impulse Item, Extended Warranty",168.51
12203,99,Male,Yes,Laptop,LTP123,1,Completed,PayPal,1348.64,674.32,2,2024-07-09,Expedited,"Accessory, Extended Warranty, Accessory",145.44
12204,46,Male,Yes,Headphones,HDP456,4,Cancelled,Bank Transfer,1083.54,361.18,3,2024-08-26,Expedited,"Extended Warranty, Extended Warranty, Extended Warranty",105.94
12205,60,Male,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,1378.5,459.5,3,2024-05-09,Standard,Accessory,16.59
12207,56,Female,No,Smartwatch,SWT567,2,Cancelled,PayPal,3216.5,459.5,7,2024-01-13,Expedited,"Impulse Item, Accessory",134.01
12207,56,Female,No,Smartphone,SMP234,3,Completed,PayPal,1139.68,1139.68,1,2024-04-20,Same Day,"Impulse Item, Accessory, Extended Warranty",179.44
12209,60,Male,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,2279.36,1139.68,2,2024-02-08,Standard,Extended Warranty,30.6
12209,60,Male,No,Headphones,HDP456,1,Completed,Bank Transfer,2167.08,361.18,6,2024-04-27,Standard,"Accessory, Impulse Item",163.18
12211,59,Male,No,Laptop,LTP123,4,Completed,Credit Card,3371.6,674.32,5,2024-01-05,Expedited,,0
12211,59,Male,Yes,Smartphone,SMP234,2,Completed,Credit Card,1139.68,1139.68,1,2024-09-03,Expedited,"Extended Warranty, Impulse Item, Extended Warranty",158.04
12211,59,Male,No,Smartphone,SMP234,1,Completed,Credit Card,9117.44,1139.68,8,2024-09-14,Expedited,Accessory,20.81
12213,38,Female,No,Smartphone,SMP234,4,Completed,Bank Transfer,3419.04,1139.68,3,2024-02-02,Expedited,Extended Warranty,52.67
12213,38,Female,No,Headphones,HDP456,2,Completed,Credit Card,3250.62,361.18,9,2024-07-28,Standard,Impulse Item,95.91
12216,81,Male,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,4558.72,1139.68,4,2024-04-03,Standard,Impulse Item,50.27
12217,27,Female,No,Laptop,LTP123,4,Completed,PayPal,2022.96,674.32,3,2024-03-23,Standard,"Impulse Item, Accessory",184.32
12217,27,Female,No,Smartwatch,SWT567,5,Completed,Credit Card,919,459.5,2,2024-03-31,Standard,Impulse Item,69.25
12218,76,Female,No,Smartwatch,SWT567,5,Cancelled,PayPal,2297.5,459.5,5,2024-06-07,Same Day,,0
12218,76,Female,Yes,Smartphone,SMP234,4,Completed,Credit Card,10257.12,1139.68,9,2024-06-24,Expedited,Accessory,31.07
12219,97,Male,Yes,Laptop,LTP123,5,Completed,Credit Card,5394.56,674.32,8,2024-02-10,Standard,Impulse Item,25.21
12220,20,Female,No,Smartwatch,SWT567,2,Completed,Credit Card,459.5,459.5,1,2024-01-31,Expedited,,0
12220,20,Female,No,Smartwatch,SWT567,4,Completed,PayPal,3676,459.5,8,2024-02-04,Expedited,Impulse Item,30.26
12220,20,Female,Yes,Laptop,LTP123,4,Cancelled,Bank Transfer,3371.6,674.32,5,2024-09-07,Standard,"Impulse Item, Extended Warranty, Impulse Item",152.41
12222,36,Female,Yes,Tablet,TBL345,4,Completed,PayPal,6291.28,786.41,8,2024-04-02,Same Day,"Accessory, Extended Warranty",95.64
12222,36,Female,No,Smartphone,SMP234,2,Completed,Credit Card,7977.76,1139.68,7,2024-07-20,Standard,"Impulse Item, Extended Warranty, Accessory",137.76
12224,52,Female,No,Laptop,LTP123,3,Completed,Bank Transfer,674.32,674.32,1,2024-03-25,Same Day,Impulse Item,62.8
12224,52,Female,No,Tablet,TBL345,2,Cancelled,Credit Card,4718.46,786.41,6,2024-07-20,Same Day,"Extended Warranty, Accessory, Accessory",220
12225,89,Male,No,Headphones,HDP456,5,Cancelled,Credit Card,1083.54,361.18,3,2024-05-29,Standard,"Impulse Item, Extended Warranty",127.19
12227,23,Male,No,Laptop,LTP123,1,Completed,PayPal,6743.2,674.32,10,2024-04-07,Expedited,Accessory,21.06
12228,25,Female,No,Laptop,LTP123,3,Cancelled,Bank Transfer,674.32,674.32,1,2024-04-14,Expedited,"Impulse Item, Impulse Item, Impulse Item",173.95
12228,25,Female,No,Laptop,LTP123,4,Cancelled,PayPal,5394.56,674.32,8,2024-06-06,Same Day,"Accessory, Accessory, Extended Warranty",235.23
12229,76,Male,No,Smartwatch,SWT567,4,Cancelled,PayPal,2757,459.5,6,2024-02-03,Expedited,"Impulse Item, Extended Warranty",96.69
12230,48,Male,Yes,Smartphone,SMP234,1,Cancelled,PayPal,1139.68,1139.68,1,2024-03-30,Standard,"Impulse Item, Impulse Item, Impulse Item",172.38
12230,48,Male,No,Tablet,TBL345,3,Cancelled,Bank Transfer,6291.28,786.41,8,2024-05-28,Expedited,Impulse Item,39.55
12232,74,Female,No,Smartwatch,SWT567,4,Cancelled,PayPal,2297.5,459.5,5,2024-03-14,Standard,"Impulse Item, Accessory",169.38
12233,59,Male,Yes,Tablet,TBL345,2,Completed,Bank Transfer,7077.69,786.41,9,2024-04-25,Same Day,Extended Warranty,41.16
12233,59,Male,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,7977.76,1139.68,7,2024-06-01,Expedited,"Accessory, Extended Warranty",109.94
12233,59,Male,No,Smartwatch,SWT567,5,Completed,PayPal,919,459.5,2,2024-09-09,Expedited,Accessory,28.06
12235,33,Male,No,Smartphone,SMP234,5,Completed,Credit Card,2279.36,1139.68,2,2024-07-03,Standard,,0
12235,33,Male,No,Smartwatch,SWT567,1,Completed,Bank Transfer,4135.5,459.5,9,2024-08-24,Same Day,Extended Warranty,26.9
12236,94,Female,Yes,Laptop,LTP123,5,Completed,Bank Transfer,2022.96,674.32,3,2024-01-20,Expedited,,0
12238,74,Male,Yes,Tablet,TBL345,1,Cancelled,PayPal,7077.69,786.41,9,2024-07-05,Same Day,"Accessory, Accessory",92.71
12239,61,Male,Yes,Headphones,HDP456,1,Completed,PayPal,1083.54,361.18,3,2024-06-02,Expedited,Accessory,41.76
12240,49,Male,No,Smartphone,SMP234,1,Completed,PayPal,4558.72,1139.68,4,2024-08-15,Standard,"Impulse Item, Impulse Item",71.35
12243,77,Male,No,Headphones,HDP456,4,Completed,Credit Card,2889.44,361.18,8,2024-04-06,Expedited,Extended Warranty,21.77
12243,77,Male,Yes,Smartwatch,SWT567,5,Completed,Bank Transfer,2297.5,459.5,5,2024-07-24,Same Day,"Extended Warranty, Impulse Item",156.55
12244,52,Female,No,Laptop,LTP123,4,Completed,PayPal,5394.56,674.32,8,2024-07-02,Same Day,"Accessory, Impulse Item",84.02
12244,52,Female,Yes,Smartphone,SMP234,2,Completed,Credit Card,3419.04,1139.68,3,2024-09-18,Expedited,"Extended Warranty, Impulse Item, Extended Warranty",210.31
12247,83,Male,Yes,Laptop,LTP123,4,Cancelled,Bank Transfer,4720.24,674.32,7,2024-04-01,Standard,,0
12248,79,Female,No,Tablet,TBL345,1,Completed,Bank Transfer,3145.64,786.41,4,2024-01-14,Expedited,"Accessory, Accessory",147.69
12248,79,Female,Yes,Laptop,LTP123,5,Completed,Bank Transfer,2022.96,674.32,3,2024-06-23,Standard,Accessory,16.32
12249,74,Female,No,Tablet,TBL345,4,Cancelled,Bank Transfer,786.41,786.41,1,2024-04-28,Same Day,"Extended Warranty, Accessory",77.56
12249,74,Female,Yes,Smartwatch,SWT567,2,Cancelled,PayPal,2757,459.5,6,2024-09-02,Same Day,Accessory,18.51
